filename,filepath,tsne_dim1,tsne_dim2
xtal_78.cif,./Al13Sc3N16/7/xtal_78.cif,29.789549,-27.925467
xtal_80.cif,./Al13Sc3N16/7/xtal_80.cif,77.5562,-25.457115
xtal_81.cif,./Al13Sc3N16/7/xtal_81.cif,79.53088,30.288088
xtal_82.cif,./Al13Sc3N16/7/xtal_82.cif,-8.112279,-61.13351
xtal_83.cif,./Al13Sc3N16/7/xtal_83.cif,93.58981,-17.21062
xtal_85.cif,./Al13Sc3N16/7/xtal_85.cif,71.44814,48.6452
xtal_9.cif,./Al13Sc3N16/7/xtal_9.cif,85.505226,43.369564
xtal_90.cif,./Al13Sc3N16/7/xtal_90.cif,7.7221136,-40.4845
xtal_91.cif,./Al13Sc3N16/7/xtal_91.cif,22.403723,-34.94802
xtal_92.cif,./Al13Sc3N16/7/xtal_92.cif,-83.06888,-64.89767
xtal_11.cif,./Al13Sc3N16/8/xtal_11.cif,47.37798,-23.763271
xtal_13.cif,./Al13Sc3N16/8/xtal_13.cif,88.497765,19.34109
xtal_17.cif,./Al13Sc3N16/8/xtal_17.cif,-7.045196,-71.581535
xtal_2.cif,./Al13Sc3N16/8/xtal_2.cif,87.39895,-32.534534
xtal_21.cif,./Al13Sc3N16/8/xtal_21.cif,36.224464,-76.547165
xtal_24.cif,./Al13Sc3N16/8/xtal_24.cif,69.59182,-45.399986
xtal_28.cif,./Al13Sc3N16/8/xtal_28.cif,18.374714,-55.526974
xtal_3.cif,./Al13Sc3N16/8/xtal_3.cif,71.55984,-42.84473
xtal_30.cif,./Al13Sc3N16/8/xtal_30.cif,37.943546,-19.523266
xtal_32.cif,./Al13Sc3N16/8/xtal_32.cif,57.97092,22.265615
xtal_33.cif,./Al13Sc3N16/8/xtal_33.cif,-51.821507,-77.56974
xtal_34.cif,./Al13Sc3N16/8/xtal_34.cif,66.8099,16.985666
xtal_35.cif,./Al13Sc3N16/8/xtal_35.cif,1.8146446,-69.875984
xtal_36.cif,./Al13Sc3N16/8/xtal_36.cif,62.56485,-36.254593
xtal_4.cif,./Al13Sc3N16/8/xtal_4.cif,89.572495,-4.1283207
xtal_42.cif,./Al13Sc3N16/8/xtal_42.cif,41.20915,-45.99748
xtal_43.cif,./Al13Sc3N16/8/xtal_43.cif,23.114408,-63.251266
xtal_44.cif,./Al13Sc3N16/8/xtal_44.cif,91.371185,-10.845323
xtal_47.cif,./Al13Sc3N16/8/xtal_47.cif,31.74829,-45.173313
xtal_48.cif,./Al13Sc3N16/8/xtal_48.cif,-2.7376544,-53.5105
xtal_49.cif,./Al13Sc3N16/8/xtal_49.cif,-91.554985,-50.781643
xtal_5.cif,./Al13Sc3N16/8/xtal_5.cif,-1.1050439,-66.51558
xtal_51.cif,./Al13Sc3N16/8/xtal_51.cif,19.102543,50.884457
xtal_55.cif,./Al13Sc3N16/8/xtal_55.cif,-57.527348,-77.97487
xtal_56.cif,./Al13Sc3N16/8/xtal_56.cif,39.830463,-22.81909
xtal_57.cif,./Al13Sc3N16/8/xtal_57.cif,69.29396,13.195533
xtal_58.cif,./Al13Sc3N16/8/xtal_58.cif,70.41793,-43.620323
